hhcode,sec,fortnightly,food,s12bq03,s12bq04,s12bq05,s12bq06,s12bq07,s12bq08,Totalincome,Region,Province,hhsize,Real_income,,
20212100105,BSB,2351,61126,3915,46980,1300,15600,61600,61600,185306,urban,Sindh,3,58272.32704,,
20212100106,BSB,3490,90740,5570,66840,2400,28800,37070,37070,223450,urban,Sindh,6,70267.2956,,
20212100107,BSB,2455,63830,7095,85140,1820,21840,19220,19220,190030,urban,Sindh,10,59757.86164,,
20212100108,BSB,2128,55328,7079,84948,1730,20760,28700,28700,189736,urban,Sindh,8,59665.40881,,
20212100109,BSB,1958,50908,5900,70800,2400,28800,46220,46220,196728,urban,Sindh,7,61864.15094,,
20212100110,BSB,3385,88010,7410,88920,6100,73200,100120,100120,350250,urban,Sindh,7,110141.5094,,
20212100111,BSB,1407,36582,2677,32124,200,2400,4150,4150,75256,urban,Sindh,2,23665.40881,,
20212100112,BSB,2158,56108,5230,62760,2750,33000,49720,49720,201588,urban,Sindh,9,63392.45283,,
20212200101,BSB,2288,59488,5570,66840,1150,13800,20050,20050,160178,urban,Sindh,7,50370.44025,,
20212200102,BSB,1265,32890,3305,39660,550,6600,11490,11490,90640,urban,Sindh,3,28503.14465,,
20212200103,BSB,4031,104806,7235,86820,4300,51600,62600,62600,305826,urban,Sindh,9,96171.69811,,
20212200104,BSB,1838,47788,6890,82680,1950,23400,29370,29370,183238,urban,Sindh,14,57622.01258,,
20212200105,BSB,735,19110,3685,44220,2400,28800,16100,16100,108230,urban,Sindh,3,34034.59119,,
20212200106,BSB,3083,80158,7075,84900,2980,35760,36560,36560,237378,urban,Sindh,9,74647.16981,,
20212200107,BSB,1196,31096,3510,42120,700,8400,29000,29000,110616,urban,Sindh,7,34784.90566,,
20212200108,BSB,2701,70226,4640,55680,2500,30000,13500,13500,169406,urban,Sindh,5,53272.32704,,
20212200109,BSB,4119,107094,10585,127020,5050,60600,42620,42620,337334,urban,Sindh,13,106079.8742,,
20212200110,BSB,2028,52728,4010,48120,1700,20400,9650,9650,130898,urban,Sindh,5,41162.89308,,
20212200111,BSB,3164,82264,7900,94800,3700,44400,32590,32590,254054,urban,Sindh,12,79891.19497,,
20212200112,BSB,1195,31070,3630,43560,910,10920,15590,15590,101140,urban,Sindh,4,31805.03145,,
20212300101,BSB,2110,54860,7355,88260,5250,63000,55290,55290,261410,urban,Sindh,2,82204.40252,,
20212300102,BSB,2134,55484,7530,90360,11550,138600,172140,172140,456584,urban,Sindh,3,143579.8742,,
20212300103,BSB,2276,59176,5926,71112,5050,60600,64190,64190,255078,urban,Sindh,5,80213.20755,,
20212300104,BSB,5904,153504,15315,183780,13450,161400,254740,254740,753424,urban,Sindh,8,236925.7862,,
20212300105,BSB,2901,75426,6581,78972,7750,93000,202640,202640,450038,urban,Sindh,2,141521.3836,,
20212300106,BSB,1149,29874,2550,30600,2650,31800,51560,51560,143834,urban,Sindh,1,45230.81761,,
20212300107,BSB,5043,131118,11193,134316,5050,60600,55140,55140,381174,urban,Sindh,7,119866.0377,,
20212300108,BSB,2843,73918,6635,79620,4900,58800,48160,48160,260498,urban,Sindh,4,81917.61006,,
20212300109,BSB,3104,80704,12233,146796,4950,59400,118640,118640,405540,urban,Sindh,6,127528.3019,,
20212300110,BSB,2983,77558,6280,75360,2750,33000,210860,210860,396778,urban,Sindh,6,124772.956,,
20212300111,BSB,4858,126308,14980,179760,22800,273600,99660,99660,679328,urban,Sindh,5,213625.1572,,
20212300112,BSB,4446,115596,10115,121380,5350,64200,62340,62340,363516,urban,Sindh,5,114313.2075,,
20212400101,BSB,763,19838,1965,23580,525,6300,13425,13425,63143,urban,Sindh,3,19856.28931,,
20212400102,BSB,764,19864,4260,51120,1700,20400,15900,15900,107284,urban,Sindh,7,33737.10692,,
20212400103,BSB,1346,34996,2930,35160,2700,32400,34900,34900,137456,urban,Sindh,7,43225.15723,,
20212400104,BSB,3330,86580,6415,76980,1950,23400,15300,15300,202260,urban,Sindh,5,63603.77358,,
20212400105,BSB,2282,59332,6800,81600,1200,14400,12850,12850,168182,urban,Sindh,5,52887.42138,,
20212400106,BSB,4224,109824,5790,69480,1650,19800,21150,21150,220254,urban,Sindh,8,69262.26415,,
20212400107,BSB,2470,64220,5805,69660,1350,16200,15520,15520,165600,urban,Sindh,4,52075.4717,,
20212400108,BSB,2295,59670,4327,51924,2200,26400,42950,42950,180944,urban,Sindh,4,56900.62893,,
20212400109,BSB,5073,131898,9990,119880,3700,44400,78200,78200,374378,urban,Sindh,13,117728.9308,,
20212400110,BSB,1611,41886,6020,72240,1400,16800,15720,15720,146646,urban,Sindh,7,46115.09434,,
20212400111,BSB,1270,33020,3242,38904,650,7800,10360,10360,90084,urban,Sindh,5,28328.30189,,
20212400112,BSB,698,18148,3881,46572,1400,16800,4450,4450,85970,urban,Sindh,8,27034.59119,,
20220100101,BSB,2774,72124,4380,52560,6500,78000,137470,137470,340154,rural,Sindh,11,106966.6667,,
20220100102,BSB,1453,37778,3590,43080,1000,12000,11630,11630,104488,rural,Sindh,6,32857.86164,,
20220100103,BSB,1401,36426,2615,31380,1000,12000,20700,20700,100506,rural,Sindh,6,31605.66038,,
20220100104,BSB,2409,62634,7460,89520,3700,44400,44570,44570,241124,rural,Sindh,9,75825.15723,,
20220100105,BSB,1165,30290,1400,16800,300,3600,10110,10110,60800,rural,Sindh,4,19119.49686,,
20220100106,BSB,1605,41730,3070,36840,1200,14400,8950,8950,101920,rural,Sindh,4,32050.31447,,
20220100107,BSB,3017,78442,6215,74580,2400,28800,29550,29550,211372,rural,Sindh,10,66469.18239,,
20220100108,BSB,1760,45760,4675,56100,750,9000,25150,25150,136010,rural,Sindh,5,42770.44025,,
20220100109,BSB,5510,143260,17220,206640,5800,69600,43900,43900,463400,rural,Sindh,11,145723.2704,,
20220100110,BSB,6218,161668,8235,98820,9125,109500,57100,57100,427088,rural,Sindh,11,134304.4025,,
20220100111,BSB,4915,127790,14190,170280,4500,54000,63950,63950,416020,rural,Sindh,19,130823.8994,,
20220100112,BSB,3026,78676,4590,55080,3910,46920,42700,42700,223376,rural,Sindh,5,70244.02516,,
20220100113,BSB,2801,72826,7010,84120,2050,24600,45950,45950,227496,rural,Sindh,8,71539.62264,,
20220100114,BSB,977,25402,4200,50400,1250,15000,9400,9400,100202,rural,Sindh,8,31510.06289,,
20220100115,BSB,2108,54808,8150,97800,2700,32400,36200,36200,221208,rural,Sindh,8,69562.26415,,
20220100116,BSB,3397,88322,7115,85380,2400,28800,31370,31370,233872,rural,Sindh,10,73544.65409,,
20220200101,BSB,1944,50544,5880,70560,3230,38760,23520,23520,183384,rural,Sindh,7,57667.92453,,
20220200102,BSB,3249,84474,8725,104700,2660,31920,31320,31320,252414,rural,Sindh,10,79375.4717,,
20220200103,BSB,1656,43056,5425,65100,900,10800,12950,12950,131906,rural,Sindh,7,41479.87421,,
20220200104,BSB,2201,57226,7230,86760,3200,38400,26100,26100,208486,rural,Sindh,6,65561.63522,,
20220200105,BSB,2701,70226,5890,70680,1600,19200,32300,32300,192406,rural,Sindh,11,60505.03145,,
20220200106,BSB,1769,45994,7210,86520,1830,21960,19070,19070,173544,rural,Sindh,11,54573.58491,,
20220200107,BSB,2044,53144,8560,102720,2500,30000,29470,29470,215334,rural,Sindh,7,67715.09434,,
20220200108,BSB,3230,83980,7088,85056,1600,19200,24430,24430,212666,rural,Sindh,9,66876.10063,,
20220200109,BSB,1830,47580,5192,62304,1000,12000,15400,15400,137284,rural,Sindh,6,43171.06918,,
20220200110,BSB,2355,61230,7715,92580,850,10200,18900,18900,182910,rural,Sindh,7,57518.86792,,
20220200111,BSB,1018,26468,1895,22740,400,4800,13570,13570,67578,rural,Sindh,2,21250.9434,,
20220200112,BSB,2037,52962,4770,57240,2300,27600,37600,37600,175402,rural,Sindh,19,55157.86164,,
20220200113,BSB,1682,43732,5625,67500,2400,28800,24880,24880,164912,rural,Sindh,13,51859.1195,,
20220200114,BSB,2083,54158,8150,97800,1550,18600,29150,29150,199708,rural,Sindh,8,62801.25786,,
20220200115,BSB,2206,57356,3870,46440,2350,28200,19750,19750,151746,rural,Sindh,10,47718.86792,,
20220200116,BSB,1140,29640,910,10920,200,2400,4950,4950,47910,rural,Sindh,1,15066.03774,,
20220300101,BSB,1132,29432,2460,29520,500,6000,9600,9600,74552,rural,Sindh,3,23444.02516,,
20220300102,BSB,2403,62478,5555,66660,1000,12000,19500,19500,160638,rural,Sindh,7,50515.09434,,
20220300103,BSB,818,21268,3810,45720,1500,18000,14150,14150,99138,rural,Sindh,4,31175.4717,,
20220300104,BSB,1522,39572,7810,93720,1750,21000,20800,20800,175092,rural,Sindh,9,55060.37736,,
20220300105,BSB,2346,60996,10150,121800,2550,30600,21600,21600,234996,rural,Sindh,14,73898.11321,,
20220300106,BSB,988,25688,3480,41760,1700,20400,18000,18000,105848,rural,Sindh,10,33285.53459,,
20220300107,BSB,758,19708,3160,37920,900,10800,8650,8650,77078,rural,Sindh,4,24238.36478,,
20220300108,BSB,2821,73346,4995,59940,5100,61200,37350,37350,231836,rural,Sindh,8,72904.40252,,
20220300109,BSB,2863,74438,5780,69360,3900,46800,51700,51700,242298,rural,Sindh,12,76194.33962,,
20220300110,BSB,1816,47216,3499,41988,2000,24000,22200,22200,135404,rural,Sindh,5,42579.87421,,
20220300111,BSB,998,25948,2350,28200,600,7200,11250,11250,72598,rural,Sindh,2,22829.55975,,
20220300112,BSB,2772,72072,9800,117600,5600,67200,61000,61000,317872,rural,Sindh,16,99959.74843,,
20220300113,BSB,1923,49998,4902,58824,4500,54000,35650,35650,198472,rural,Sindh,9,62412.57862,,
20220300114,BSB,1440,37440,2555,30660,2000,24000,23500,23500,115600,rural,Sindh,3,36352.20126,,
20220300115,BSB,1834,47684,3685,44220,3800,45600,24200,24200,161704,rural,Sindh,7,50850.31447,,
20220300116,BSB,1408,36608,3730,44760,2800,33600,23800,23800,138768,rural,Sindh,8,43637.73585,,
20220400101,BSB,1485,38610,6480,77760,1700,20400,34050,34050,170820,rural,Sindh,13,53716.98113,,
20220400102,BSB,1654,43004,4380,52560,900,10800,15200,15200,121564,rural,Sindh,6,38227.67296,,
20220400103,BSB,3111,80886,6420,77040,2900,34800,27100,27100,219826,rural,Sindh,12,69127.67296,,
20220400104,BSB,1169,30394,4130,49560,1800,21600,85100,85100,186654,rural,Sindh,8,58696.22642,,
20220400105,BSB,2346,60996,9020,108240,3000,36000,16500,16500,221736,rural,Sindh,8,69728.30189,,
20220400106,BSB,1698,44148,7360,88320,1970,23640,19200,19200,175308,rural,Sindh,9,55128.30189,,
20220400107,BSB,3006,78156,6755,81060,2000,24000,28170,28170,211386,rural,Sindh,10,66473.58491,,
20220400108,BSB,1536,39936,6803,81636,1550,18600,10250,10250,150422,rural,Sindh,7,47302.51572,,
20220400109,BSB,1005,26130,7485,89820,1000,12000,16850,16850,144800,rural,Sindh,8,45534.59119,,
20220400110,BSB,2623,68198,6055,72660,1500,18000,32100,32100,190958,rural,Sindh,9,60049.68553,,
20220400111,BSB,1262,32812,4610,55320,3500,42000,8550,8550,138682,rural,Sindh,4,43610.69182,,
20220400112,BSB,1948,50648,5835,70020,1050,12600,14800,14800,148068,rural,Sindh,11,46562.26415,,
20220400113,BSB,4538,117988,8540,102480,3625,43500,44120,44120,308088,rural,Sindh,5,96883.01887,,
20220400114,BSB,1822,47372,8320,99840,1250,15000,11400,11400,173612,rural,Sindh,7,54594.96855,,
20220400115,BSB,1254,32604,8255,99060,2000,24000,21100,21100,176764,rural,Sindh,11,55586.16352,,
20220400116,BSB,1908,49608,6090,73080,2400,28800,10500,10500,161988,rural,Sindh,6,50939.62264,,
20320100101,BSB,3044,79144,4650,55800,1600,19200,20100,20100,174244,rural,Sindh,15,54793.71069,,
20320100102,BSB,1780,46280,3579,42948,2750,33000,11150,11150,133378,rural,Sindh,9,41942.7673,,
20320100103,BSB,950,24700,3344,40128,660,7920,13720,13720,86468,rural,Sindh,4,27191.19497,,
20320100104,BSB,1761,45786,2738,32856,1950,23400,24120,24120,126162,rural,Sindh,4,39673.58491,,
20320100105,BSB,2055,53430,5860,70320,1050,12600,11200,11200,147550,rural,Sindh,7,46399.37107,,
20320100106,BSB,2035,52910,2155,25860,880,10560,12200,12200,101530,rural,Sindh,6,31927.67296,,
20320100107,BSB,2238,58188,5100,61200,2900,34800,24220,24220,178408,rural,Sindh,11,56103.14465,,
20320100108,BSB,3065,79690,2910,34920,600,7200,21650,21650,143460,rural,Sindh,4,45113.20755,,
20320100109,BSB,698,18148,1975,23700,950,11400,5350,5350,58598,rural,Sindh,2,18427.04403,,
20320100110,BSB,948,24648,3200,38400,1600,19200,13920,13920,96168,rural,Sindh,4,30241.50943,,
20320100111,BSB,2089,54314,2790,33480,950,11400,9950,9950,109144,rural,Sindh,6,34322.01258,,
20320100112,BSB,1936,50336,5305,63660,800,9600,10350,10350,133946,rural,Sindh,7,42121.38365,,
20320100113,BSB,2503,65078,2545,30540,3740,44880,25420,25420,165918,rural,Sindh,5,52175.4717,,
20320100114,BSB,3319,86294,5845,70140,4075,48900,36220,36220,241554,rural,Sindh,13,75960.37736,,
20320100115,BSB,2416,62816,6525,78300,3940,47280,146800,146800,335196,rural,Sindh,11,105407.5472,,
20320100116,BSB,1698,44148,5375,64500,1000,12000,18200,18200,138848,rural,Sindh,9,43662.89308,,
20320100201,BSB,866,22516,1315,15780,300,3600,5600,5600,47496,rural,Sindh,2,14935.84906,,
20320100202,BSB,954,24804,3485,41820,1050,12600,12100,12100,91324,rural,Sindh,5,28718.23899,,
20320100203,BSB,824,21424,1917,23004,300,3600,6770,6770,54798,rural,Sindh,3,17232.07547,,
20320100204,BSB,1627,42302,3240,38880,1050,12600,19400,19400,113182,rural,Sindh,8,35591.8239,,
20320100205,BSB,1614,41964,3155,37860,550,6600,6100,6100,92524,rural,Sindh,5,29095.59748,,
20320100206,BSB,1737,45162,3705,44460,450,5400,8850,8850,103872,rural,Sindh,5,32664.15094,,
20320100207,BSB,960,24960,3297,39564,980,11760,11600,11600,87884,rural,Sindh,4,27636.47799,,
20320100208,BSB,1950,50700,4875,58500,4100,49200,28150,28150,186550,rural,Sindh,7,58663.52201,,
20320100209,BSB,3042,79092,3800,45600,2800,33600,30320,30320,188612,rural,Sindh,4,59311.94969,,
20320100210,BSB,1833,47658,2900,34800,400,4800,7550,7550,94808,rural,Sindh,6,29813.83648,,
20320100211,BSB,1400,36400,5275,63300,850,10200,9900,9900,119800,rural,Sindh,8,37672.95597,,
20320100212,BSB,959,24934,3320,39840,660,7920,12720,12720,85414,rural,Sindh,4,26859.74843,,
20320100213,BSB,986,25636,2662,31944,320,3840,9100,9100,70520,rural,Sindh,3,22176.10063,,
20320100214,BSB,1377,35802,2630,31560,1150,13800,9300,9300,90462,rural,Sindh,8,28447.16981,,
20320100215,BSB,1254,32604,4698,56376,1150,13800,15800,15800,118580,rural,Sindh,9,37289.30818,,
20320100216,BSB,1060,27560,1650,19800,700,8400,12300,12300,68060,rural,Sindh,6,21402.51572,,
20320200101,BSB,2300,59800,4215,50580,1830,21960,17390,17390,149730,rural,Sindh,9,47084.90566,,
20320200102,BSB,2695,70070,3915,46980,3160,37920,19630,19630,174600,rural,Sindh,9,54905.66038,,
20320200103,BSB,1219,31694,2325,27900,600,7200,8330,8330,75124,rural,Sindh,3,23623.89937,,
20320200104,BSB,2628,68328,5050,60600,4750,57000,22090,22090,208018,rural,Sindh,8,65414.46541,,
20320200105,BSB,3089,80314,5740,68880,5580,66960,21290,21290,237444,rural,Sindh,5,74667.92453,,
20320200106,BSB,1529,39754,2835,34020,1000,12000,13620,13620,99394,rural,Sindh,5,31255.97484,,
20320200107,BSB,2645,68770,3135,37620,1060,12720,13560,13560,132670,rural,Sindh,5,41720.12579,,
20320200108,BSB,2247,58422,5050,60600,2780,33360,22730,22730,175112,rural,Sindh,9,55066.66667,,
20320200109,BSB,1921,49946,3390,40680,1980,23760,13360,13360,127746,rural,Sindh,8,40171.69811,,
20320200110,BSB,3887,101062,7015,84180,7800,93600,32860,32860,311702,rural,Sindh,8,98019.49686,,
20320200111,BSB,1039,27014,2195,26340,460,5520,7140,7140,66014,rural,Sindh,3,20759.1195,,
20320200112,BSB,2210,57460,3695,44340,1600,19200,19650,19650,140650,rural,Sindh,10,44229.55975,,
20320200113,BSB,1779,46254,3765,45180,2820,33840,16080,16080,141354,rural,Sindh,5,44450.9434,,
20320200114,BSB,2110,54860,3270,39240,700,8400,9980,9980,112480,rural,Sindh,6,35371.06918,,
20320200115,BSB,1607,41782,2685,32220,700,8400,10840,10840,93242,rural,Sindh,7,29321.38365,,
20320200116,BSB,2697,70122,4645,55740,2000,24000,17490,17490,167352,rural,Sindh,8,52626.41509,,
20320200201,BSB,1279,33254,2925,35100,1300,15600,11750,11750,95704,rural,Sindh,6,30095.59748,,
20320200202,BSB,2255,58630,3720,44640,4330,51960,21260,21260,176490,rural,Sindh,4,55500,,
20320200203,BSB,1629,42354,3170,38040,1940,23280,10750,10750,114424,rural,Sindh,5,35982.38994,,
20320200204,BSB,2254,58604,4095,49140,1400,16800,12340,12340,136884,rural,Sindh,9,43045.28302,,
20320200205,BSB,1540,40040,2825,33900,1210,14520,10100,10100,98560,rural,Sindh,6,30993.71069,,
20320200206,BSB,1132,29432,2615,31380,1010,12120,7830,7830,80762,rural,Sindh,4,25396.85535,,
20320200207,BSB,1944,50544,3025,36300,950,11400,10260,10260,108504,rural,Sindh,7,34120.75472,,
20320200208,BSB,1363,35438,4610,55320,2140,25680,17190,17190,133628,rural,Sindh,11,42021.38365,,
20320200209,BSB,2343,60918,3600,43200,5970,71640,24950,24950,200708,rural,Sindh,7,63115.72327,,
20320200210,BSB,1392,36192,2565,30780,1000,12000,11740,11740,90712,rural,Sindh,6,28525.78616,,
20320200211,BSB,2649,68874,4350,52200,3900,46800,18050,18050,185924,rural,Sindh,3,58466.66667,,
20320200212,BSB,5244,136344,5583,66996,8400,100800,30090,30090,334230,rural,Sindh,7,105103.7736,,
20320200213,BSB,1305,33930,2425,29100,550,6600,8950,8950,78580,rural,Sindh,3,24710.69182,,
20320200214,BSB,2120,55120,3430,41160,2140,25680,11420,11420,133380,rural,Sindh,6,41943.39623,,
20320200215,BSB,1944,50544,3785,45420,1400,16800,14330,14330,127094,rural,Sindh,9,39966.66667,,
20320200216,BSB,1526,39676,2520,30240,700,8400,9280,9280,87596,rural,Sindh,4,27545.91195,,
20320300101,BSB,2002,52052,4565,54780,2560,30720,18260,18260,155812,rural,Sindh,5,48997.48428,,
20320300102,BSB,3227,83902,6055,72660,6650,79800,44650,44650,281012,rural,Sindh,6,88368.55346,,
20320300103,BSB,2538,65988,4205,50460,1640,19680,19575,19575,155703,rural,Sindh,10,48963.20755,,
20320300104,BSB,1367,35542,3260,39120,1540,18480,11790,11790,104932,rural,Sindh,5,32997.48428,,
20320300105,BSB,1616,42016,3330,39960,1350,16200,13200,13200,111376,rural,Sindh,7,35023.89937,,
20320300106,BSB,1449,37674,2955,35460,750,9000,10040,10040,92174,rural,Sindh,5,28985.53459,,
20320300107,BSB,1426,37076,2975,35700,850,10200,12050,12050,95026,rural,Sindh,8,29882.38994,,
20320300108,BSB,1924,50024,3350,40200,1580,18960,12300,12300,121484,rural,Sindh,6,38202.51572,,
20320300109,BSB,2733,71058,5375,64500,3680,44160,19550,19550,199268,rural,Sindh,6,62662.89308,,
20320300110,BSB,1859,48334,5590,67080,5100,61200,23270,23270,199884,rural,Sindh,8,62856.60377,,
20320300111,BSB,3287,85462,5920,71040,6680,80160,41900,41900,278562,rural,Sindh,10,87598.11321,,
20320300112,BSB,3717,96642,7125,85500,16550,198600,87590,87590,468332,rural,Sindh,6,147274.2138,,
20320300113,BSB,752,19552,2650,31800,1180,14160,8850,8850,74362,rural,Sindh,5,23384.27673,,
20320300114,BSB,1683,43758,4105,49260,2360,28320,15080,15080,136418,rural,Sindh,10,42898.74214,,
20320300115,BSB,1953,50778,3220,38640,1100,13200,15250,15250,117868,rural,Sindh,7,37065.40881,,
20320300116,BSB,1257,32682,2135,25620,900,10800,10330,10330,79432,rural,Sindh,2,24978.61635,,
20320300201,BSB,1887,49062,4200,50400,2280,27360,15000,15000,141822,rural,Sindh,8,44598.11321,,
20320300202,BSB,1380,35880,2645,31740,800,9600,10750,10750,87970,rural,Sindh,6,27663.52201,,
20320300203,BSB,1327,34502,2470,29640,800,9600,9900,9900,83642,rural,Sindh,4,26302.51572,,
20320300204,BSB,1554,40404,2315,27780,1300,15600,10160,10160,93944,rural,Sindh,5,29542.13836,,
20320300205,BSB,1568,40768,4075,48900,1650,19800,12620,12620,122088,rural,Sindh,6,38392.45283,,
20320300206,BSB,2372,61672,4310,51720,2740,32880,14960,14960,161232,rural,Sindh,7,50701.88679,,
20320300207,BSB,2167,56342,3690,44280,1100,13200,12960,12960,126782,rural,Sindh,5,39868.55346,,
20320300208,BSB,3783,98358,6280,75360,2600,31200,24900,24900,229818,rural,Sindh,16,72269.81132,,
20320300209,BSB,987,25662,2815,33780,950,11400,10810,10810,81652,rural,Sindh,7,25676.72956,,
20320300210,BSB,2922,75972,4630,55560,7500,90000,54730,54730,276262,rural,Sindh,5,86874.84277,,
20320300211,BSB,3110,80860,6290,75480,13040,156480,84190,84190,397010,rural,Sindh,7,124845.9119,,
20320300212,BSB,4447,115622,9420,113040,8200,98400,36790,36790,363852,rural,Sindh,9,114418.8679,,
20320300213,BSB,3855,100230,6240,74880,10940,131280,70330,70330,376720,rural,Sindh,8,118465.4088,,
20320300214,BSB,4697,122122,7890,94680,6800,81600,31570,31570,329972,rural,Sindh,8,103764.7799,,
20320300215,BSB,1181,30706,3540,42480,1700,20400,14230,14230,107816,rural,Sindh,6,33904.40252,,
20320300216,BSB,2087,54262,5085,61020,4200,50400,21170,21170,186852,rural,Sindh,8,58758.49057,,
20320400101,BSB,1358,35308,2789,33468,1450,17400,19650,19650,105826,rural,Sindh,3,33278.61635,,
20320400102,BSB,771,20046,2215,26580,400,4800,7250,7250,58676,rural,Sindh,2,18451.57233,,
20320400103,BSB,770,20020,4765,57180,900,10800,7300,7300,95300,rural,Sindh,3,29968.55346,,
20320400104,BSB,883,22958,2898,34776,1100,13200,13020,13020,83954,rural,Sindh,2,26400.62893,,
20320400105,BSB,1745,45370,5308,63696,1000,12000,20950,20950,142016,rural,Sindh,8,44659.1195,,
20320400106,BSB,1495,38870,4755,57060,1600,19200,21700,21700,136830,rural,Sindh,11,43028.30189,,
20320400107,BSB,1245,32370,3670,44040,600,7200,14500,14500,98110,rural,Sindh,8,30852.20126,,
20320400108,BSB,1071,27846,6180,74160,2000,24000,14500,14500,140506,rural,Sindh,9,44184.27673,,
